cuid	dstring	day_score	sum_score
1490	2016-08-08	0	675
1498	2016-07-14	5	347
1498	2016-07-18	25	372
1498	2016-07-19	0	372
1498	2016-07-25	20	392
1498	2016-08-01	10	402
1498	2016-08-02	5	407
1498	2016-08-08	5	412
1498	2016-08-09	0	412
1498	2016-08-11	2	414
1502	2016-07-18	15	520
1502	2016-07-25	8	528
1502	2016-08-01	18	546
1502	2016-08-08	5	551
1539	2016-07-16	0	1755
1539	2016-07-18	38	1793
1539	2016-07-19	0	1793
1539	2016-07-24	0	1793
1539	2016-07-25	59	1852
1539	2016-07-26	0	1852
1539	2016-07-28	10	1862
1539	2016-07-30	5	1867
1539	2016-08-01	99	1966
1539	2016-08-04	5	1971
1539	2016-08-08	65	2036
1539	2016-08-10	5	2041
1539	2016-08-14	5	2046
1574	2016-07-14	5	1712
1574	2016-07-18	30	1742
1574	2016-07-25	35	1777
1574	2016-07-26	0	1777
1574	2016-07-28	4	1781
1574	2016-08-01	29	1810
1574	2016-08-08	25	1835
1582	2016-07-18	10	1070
1582	2016-07-19	0	1070
1582	2016-07-25	10	1080
1582	2016-07-28	5	1085
1582	2016-08-01	5	1090
1582	2016-08-02	5	1095
1582	2016-08-06	5	1100
1582	2016-08-08	15	1115
1587	2016-07-18	0	217
1587	2016-07-25	5	222
1587	2016-08-01	5	227
1587	2016-08-07	0	227
1587	2016-08-08	10	237
1589	2016-07-18	5	342
1589	2016-07-25	5	347
1589	2016-08-01	10	357
1589	2016-08-08	10	367
1643	2016-07-18	25	752
1643	2016-07-19	5	757
1643	2016-07-25	20	777
1643	2016-07-28	8	785
1643	2016-08-01	25	810
1643	2016-08-02	5	815
1643	2016-08-08	42	857
1643	2016-08-10	5	862
1660	2016-07-18	35	3636
1660	2016-07-25	30	3666
1660	2016-08-01	25	3691
1660	2016-08-08	20	3711
1665	2016-07-16	0	799
1665	2016-07-18	5	804
1665	2016-07-25	5	809
1665	2016-07-27	0	809
1665	2016-08-01	5	814
1665	2016-08-08	5	819
1667	2016-07-18	10	274
1667	2016-07-25	10	284
1667	2016-08-01	10	294
1667	2016-08-08	5	299
1691	2016-07-18	60	5038
1691	2016-07-25	80	5118
1691	2016-07-26	0	5118
1691	2016-08-01	65	5183
1691	2016-08-02	5	5188
1691	2016-08-08	75	5263
1707	2016-07-18	5	512
1707	2016-07-20	5	517
1707	2016-07-21	5	522
1707	2016-07-22	10	532
1707	2016-07-28	3	535
1707	2016-07-30	6	541
1707	2016-08-01	5	546
1707	2016-08-04	5	551
1707	2016-08-08	5	556
1707	2016-08-11	5	561
1708	2016-07-18	68	3004
1708	2016-07-25	58	3062
1708	2016-08-01	65	3127
1708	2016-08-08	44	3171
1710	2016-07-18	45	4865
1710	2016-08-04	5	4870
1710	2016-08-08	30	4900
1710	2016-08-09	0	4900
1710	2016-08-10	5	4905
1717	2016-07-16	5	843
1717	2016-07-17	5	848
1717	2016-07-18	20	868
1717	2016-07-19	2	870
1717	2016-07-25	40	910
1717	2016-07-26	0	910
1717	2016-07-27	5	915
1717	2016-07-28	5	920
1717	2016-07-29	5	925
1717	2016-07-30	5	930
1717	2016-07-31	10	940
1717	2016-08-01	24	964
1717	2016-08-02	5	969
1717	2016-08-03	5	974
1717	2016-08-04	0	974
1717	2016-08-08	23	997
1717	2016-08-09	5	1002
1718	2016-07-19	4	191
1718	2016-08-01	10	201
1718	2016-08-03	5	206
1731	2016-07-18	40	1646
1731	2016-07-21	0	1646
1731	2016-07-23	5	1651
1731	2016-07-25	40	1691
1731	2016-07-28	5	1696
1731	2016-08-01	45	1741
1731	2016-08-08	45	1786
1740	2016-07-17	1	1307
1740	2016-07-18	20	1327
1740	2016-07-24	5	1332
1740	2016-07-25	12	1344
1740	2016-07-29	1	1345
1740	2016-08-01	1	1346
1740	2016-08-04	5	1351
1740	2016-08-08	5	1356
1742	2016-07-15	1	8997
1742	2016-07-17	0	8997
1742	2016-07-18	220	9217
1742	2016-07-19	5	9222
1742	2016-07-23	0	9222
1742	2016-07-24	2	9224
1742	2016-07-25	160	9384
1742	2016-07-30	0	9384
1742	2016-08-01	173	9557
1742	2016-08-03	0	9557
1742	2016-08-08	176	9733
1742	2016-08-12	4	9737
1745	2016-07-18	10	373
1747	2016-07-18	29	1535
1747	2016-07-25	23	1558
1747	2016-08-01	15	1573
1747	2016-08-08	30	1603
1778	2016-07-15	5	3836
1778	2016-07-16	5	3841
1778	2016-07-17	0	3841
1778	2016-07-18	230	4071
1778	2016-07-23	10	4081
1778	2016-07-25	175	4256
1778	2016-07-27	0	4256
1778	2016-07-29	5	4261
1778	2016-08-01	112	4373
1778	2016-08-08	120	4493
1778	2016-08-14	0	4493
1797	2016-07-16	5	828
1797	2016-07-18	14	842
1797	2016-07-25	14	856
1797	2016-08-01	14	870
1797	2016-08-08	15	885
1798	2016-07-18	5	105
1798	2016-07-24	5	110
1798	2016-07-25	10	120
1798	2016-07-26	0	120
1798	2016-08-01	10	130
1798	2016-08-03	5	135
1798	2016-08-07	0	135
1798	2016-08-08	20	155
1798	2016-08-10	5	160
1798	2016-08-11	0	160
1806	2016-07-18	10	592
1806	2016-07-25	10	602
1806	2016-08-01	5	607
1806	2016-08-08	15	622
1814	2016-07-18	155	5241
1814	2016-07-19	0	5241
1814	2016-07-23	5	5246
1814	2016-07-24	3	5249
1814	2016-07-25	175	5424
1814	2016-07-27	0	5424
1814	2016-07-28	5	5429
1814	2016-07-29	16	5445
1814	2016-07-30	10	5455
1814	2016-07-31	5	5460
1814	2016-08-01	180	5640
1814	2016-08-02	5	5645
1814	2016-08-03	10	5655
1814	2016-08-04	10	5665
1814	2016-08-06	5	5670
1814	2016-08-08	206	5876
1814	2016-08-10	5	5881
1814	2016-08-13	5	5886
1829	2016-07-20	5	40
1829	2016-08-06	0	40
1835	2016-07-18	5	240
1835	2016-07-25	10	250
1835	2016-07-26	5	255
1835	2016-08-08	10	265
1836	2016-07-25	5	45
1841	2016-07-15	5	308
1841	2016-07-18	5	313
1841	2016-07-25	5	318
1841	2016-07-31	5	323
1841	2016-08-07	5	328
1841	2016-08-14	0	328
1859	2016-07-27	10	901
1859	2016-08-01	15	916
1864	2016-07-16	5	890
1864	2016-07-18	10	900
1864	2016-07-25	10	910
1864	2016-08-01	0	910
1864	2016-08-04	5	915
1864	2016-08-08	20	935
1864	2016-08-12	5	940
1881	2016-07-18	5	535
1881	2016-07-25	5	540
1881	2016-08-01	5	545
1881	2016-08-08	5	550
1897	2016-07-16	5	673
1897	2016-07-17	5	678
1897	2016-07-18	5	683
1897	2016-07-20	15	698
1897	2016-07-21	15	713
1897	2016-07-22	5	718
1897	2016-07-23	8	726
1897	2016-07-24	5	731
1897	2016-07-25	15	746
1897	2016-07-27	4	750
1897	2016-07-28	0	750
1897	2016-07-30	5	755
1897	2016-08-01	5	760
1897	2016-08-03	0	760
1897	2016-08-08	5	765
1899	2016-07-15	1	1086
1899	2016-07-17	5	1091
1899	2016-07-18	31	1122
1899	2016-07-25	16	1138
1899	2016-08-01	26	1164
1899	2016-08-08	17	1181
1900	2016-07-15	1	1654
1900	2016-07-25	1	1655
1900	2016-07-27	9	1664
1900	2016-07-30	5	1669
1900	2016-07-31	0	1669
1900	2016-08-01	25	1694
1900	2016-08-07	5	1699
1900	2016-08-08	1	1700
1900	2016-08-09	16	1716
1900	2016-08-10	5	1721
1900	2016-08-11	15	1736
1900	2016-08-13	5	1741
1900	2016-08-14	0	1741
1907	2016-07-14	5	547
1907	2016-07-18	5	552
1907	2016-07-19	1	553
1907	2016-07-25	10	563
1907	2016-08-01	19	582
1907	2016-08-02	3	585
1916	2016-07-14	5	130
1923	2016-08-01	5	200
1923	2016-08-14	0	200
1939	2016-07-18	20	2250
1939	2016-07-25	20	2270
1939	2016-08-01	20	2290
1939	2016-08-08	20	2310
1950	2016-07-18	5	516
1950	2016-08-01	5	521
1950	2016-08-08	5	526
1953	2016-07-18	25	2611
1953	2016-07-25	25	2636
1953	2016-08-01	20	2656
1953	2016-08-08	35	2691
1955	2016-07-18	0	284
1955	2016-07-25	0	284
1955	2016-08-01	0	284
1955	2016-08-05	10	294
1955	2016-08-08	0	294
1958	2016-07-15	5	495
1958	2016-07-18	51	546
1958	2016-07-21	10	556
1958	2016-07-22	5	561
1958	2016-07-23	5	566
1958	2016-07-24	10	576
1958	2016-07-25	78	654
1958	2016-07-29	5	659
1958	2016-07-31	5	664
1958	2016-08-01	89	753
1958	2016-08-05	5	758
1958	2016-08-08	74	832
1984	2016-07-18	5	220
1984	2016-07-25	5	225
1984	2016-08-01	5	230
1984	2016-08-08	5	235
1985	2016-07-18	29	1058
1985	2016-07-25	15	1073
1985	2016-08-01	25	1098
1985	2016-08-08	10	1108
2001	2016-07-18	0	202
2001	2016-07-25	0	202
2001	2016-08-01	0	202
2001	2016-08-08	0	202
2026	2016-07-15	5	268
2026	2016-07-19	5	273
2026	2016-07-20	5	278
2026	2016-07-24	0	278
2026	2016-08-06	5	283
2026	2016-08-12	5	288
2032	2016-07-18	65	1109
2032	2016-07-25	50	1159
2032	2016-08-01	75	1234
2032	2016-08-08	60	1294
2032	2016-08-11	5	1299
2046	2016-07-18	10	1889
2046	2016-07-25	20	1909
2046	2016-08-01	15	1924
2046	2016-08-08	20	1944
2046	2016-08-14	3	1947
2061	2016-07-18	5	168
2061	2016-08-01	5	173
2064	2016-07-18	5	1716
2064	2016-07-24	10	1726
2064	2016-07-25	14	1740
2064	2016-08-13	10	1750
2064	2016-08-14	5	1755
2080	2016-07-18	12	216
2080	2016-07-25	2	218
2080	2016-08-01	7	225
2080	2016-08-08	12	237
2081	2016-07-16	5	618
2081	2016-07-18	0	618
2081	2016-07-25	0	618
2081	2016-08-01	0	618
2081	2016-08-07	5	623
2081	2016-08-08	10	633
2096	2016-07-18	0	51
2096	2016-08-08	0	51
2098	2016-07-18	5	653
2098	2016-07-25	10	663
2098	2016-08-01	15	678
2098	2016-08-08	10	688
2098	2016-08-11	5	693
2111	2016-07-14	0	191
2111	2016-07-17	5	196
2111	2016-07-18	25	221
2111	2016-07-19	0	221
2111	2016-07-24	5	226
2111	2016-07-25	32	258
2111	2016-07-31	3	261
2111	2016-08-01	10	271
2111	2016-08-02	5	276
2111	2016-08-03	8	284
2111	2016-08-04	10	294
2111	2016-08-05	0	294
2111	2016-08-06	5	299
2111	2016-08-08	93	392
2111	2016-08-12	4	396
2111	2016-08-13	5	401
2111	2016-08-14	5	406
2122	2016-07-18	20	2449
2122	2016-07-25	10	2459
2122	2016-08-01	15	2474
2122	2016-08-08	5	2479
2123	2016-07-18	75	2777
2123	2016-07-25	80	2857
2123	2016-08-01	100	2957
2123	2016-08-08	50	3007
2123	2016-08-14	5	3012
2125	2016-07-18	0	195
2125	2016-07-25	0	195
2125	2016-08-01	0	195
2125	2016-08-08	0	195
2135	2016-07-17	5	1247
2135	2016-07-18	70	1317
2135	2016-07-20	5	1322
2135	2016-07-25	15	1337
2135	2016-07-26	5	1342
2135	2016-08-01	10	1352
2135	2016-08-08	0	1352
2139	2016-07-17	5	550
2142	2016-07-18	5	111
2142	2016-07-20	0	111
2142	2016-07-25	5	116
2142	2016-07-26	5	121
2142	2016-07-27	5	126
2142	2016-08-01	0	126
2142	2016-08-04	4	130
2142	2016-08-05	5	135
2142	2016-08-08	5	140
2142	2016-08-13	13	153
2142	2016-08-14	30	183
2144	2016-07-15	5	1190
2144	2016-07-18	10	1200
2144	2016-07-20	0	1200
2144	2016-07-24	0	1200
2144	2016-07-25	5	1205
2144	2016-08-01	25	1230
2144	2016-08-08	5	1235
2144	2016-08-12	5	1240
2148	2016-08-13	5	109
2152	2016-07-23	5	234
2159	2016-07-18	0	225
2159	2016-07-25	0	225
2172	2016-07-18	43	1217
2172	2016-07-25	40	1257
2172	2016-08-01	21	1278
2172	2016-08-08	16	1294
2174	2016-07-18	25	2236
2174	2016-07-25	30	2266
2174	2016-08-01	35	2301
2174	2016-08-08	25	2326
2179	2016-07-18	0	3090
2179	2016-07-23	10	3100
2179	2016-08-01	0	3100
2193	2016-07-18	66	6485
2193	2016-07-25	69	6554
2193	2016-08-01	40	6594
2193	2016-08-04	5	6599
2193	2016-08-05	5	6604
2193	2016-08-07	5	6609
2193	2016-08-08	65	6674
2193	2016-08-10	0	6674
2193	2016-08-13	0	6674
2208	2016-08-02	5	204
2229	2016-07-18	5	566
2229	2016-07-25	10	576
2229	2016-08-01	10	586
2229	2016-08-06	10	596
2229	2016-08-08	5	601
2229	2016-08-11	23	624
2250	2016-07-24	5	1516
2250	2016-07-25	5	1521
2250	2016-08-01	10	1531
2250	2016-08-08	15	1546
2250	2016-08-11	5	1551
2250	2016-08-13	5	1556
2255	2016-07-18	10	441
2255	2016-07-22	10	451
2255	2016-07-25	15	466
2255	2016-08-01	15	481
2255	2016-08-08	20	501
2256	2016-07-18	10	755
2256	2016-07-25	0	755
2256	2016-08-01	10	765
2256	2016-08-08	4	769
2266	2016-07-25	5	181
2266	2016-08-13	5	186
2274	2016-08-13	0	18
2276	2016-07-14	0	452
2276	2016-07-25	5	457
2276	2016-08-08	5	462
2322	2016-07-14	5	378
2322	2016-07-16	1	379
2322	2016-07-18	30	409
2322	2016-07-19	9	418
2322	2016-07-23	5	423
2322	2016-07-25	10	433
2322	2016-07-26	12	445
2322	2016-08-01	10	455
2322	2016-08-05	0	455
2322	2016-08-07	4	459
2322	2016-08-08	30	489
2326	2016-07-18	26	1827
2326	2016-07-25	19	1846
2326	2016-08-01	13	1859
2326	2016-08-08	13	1872
2346	2016-07-16	1	316
2346	2016-07-18	5	321
2346	2016-07-25	5	326
2346	2016-07-29	0	326
2346	2016-08-01	5	331
2346	2016-08-08	5	336
2349	2016-07-26	5	83
2349	2016-07-27	5	88
2349	2016-07-28	5	93
2358	2016-07-15	25	770
2358	2016-07-18	15	785
2358	2016-07-19	10	795
2358	2016-07-22	4	799
2358	2016-07-25	40	839
2358	2016-08-01	35	874
2358	2016-08-08	30	904
2371	2016-07-18	5	312
2376	2016-07-18	0	35
2376	2016-07-25	0	35
2376	2016-08-01	0	35
2376	2016-08-08	0	35
2378	2016-07-18	14	1337
2378	2016-07-25	24	1361
2378	2016-08-01	19	1380
2378	2016-08-08	15	1395
2391	2016-07-25	5	70
2391	2016-08-01	5	75
2391	2016-08-08	5	80
2395	2016-07-14	0	5072
2395	2016-07-16	5	5077
2395	2016-07-18	155	5232
2395	2016-07-25	100	5332
2395	2016-08-01	133	5465
2395	2016-08-08	45	5510
2401	2016-07-18	5	25
2401	2016-07-21	5	30
2401	2016-08-05	5	35
2402	2016-07-18	0	218
2402	2016-07-25	0	218
2402	2016-08-01	0	218
2402	2016-08-08	0	218
2425	2016-07-18	9	566
2425	2016-07-25	15	581
2425	2016-08-01	10	591
2425	2016-08-08	9	600
2433	2016-07-18	5	662
2433	2016-07-25	5	667
2433	2016-08-01	5	672
2433	2016-08-08	5	677
2434	2016-07-18	5	315
2434	2016-07-25	5	320
2434	2016-08-01	5	325
2434	2016-08-08	5	330
2443	2016-07-16	5	59
2443	2016-08-02	5	64
2443	2016-08-14	5	69
2444	2016-07-18	5	820
2444	2016-07-25	5	825
2444	2016-07-26	5	830
2444	2016-07-28	5	835
2444	2016-08-01	5	840
2444	2016-08-08	5	845
2457	2016-08-01	10	118
2457	2016-08-03	0	118
2457	2016-08-08	20	138
2457	2016-08-11	0	138
2459	2016-07-24	5	272
2459	2016-07-25	14	286
2459	2016-07-27	5	291
2459	2016-08-01	20	311
2459	2016-08-08	10	321
2459	2016-08-14	5	326
2465	2016-07-16	5	240
2465	2016-07-18	5	245
2465	2016-07-25	13	258
2465	2016-07-26	5	263
2465	2016-08-01	0	263
2465	2016-08-08	5	268
2468	2016-07-18	13	1679
2468	2016-07-19	5	1684
2468	2016-07-25	0	1684
2468	2016-08-01	15	1699
2468	2016-08-05	19	1718
2468	2016-08-06	0	1718
2468	2016-08-08	28	1746
2468	2016-08-13	5	1751
2470	2016-07-16	0	45
2470	2016-07-18	5	50
2470	2016-07-25	10	60
2470	2016-07-26	1	61
2470	2016-07-31	5	66
2470	2016-08-01	10	76
2470	2016-08-08	14	90
2470	2016-08-11	0	90
2470	2016-08-14	5	95
2479	2016-07-27	15	130
2479	2016-07-30	5	135
2479	2016-08-01	15	150
2479	2016-08-04	15	165
2479	2016-08-05	5	170
2479	2016-08-06	5	175
2479	2016-08-08	10	185
2479	2016-08-10	4	189
2479	2016-08-11	5	194
2479	2016-08-12	5	199
2479	2016-08-13	5	204
2485	2016-07-20	5	50
2490	2016-07-15	5	39
2490	2016-07-18	0	39
2492	2016-07-18	25	1485
2492	2016-07-19	5	1490
2492	2016-07-22	0	1490
2492	2016-07-24	4	1494
2492	2016-07-25	19	1513
2492	2016-07-27	1	1514
2492	2016-07-30	48	1562
2492	2016-07-31	10	1572
2492	2016-08-01	38	1610
2492	2016-08-02	24	1634
2492	2016-08-03	11	1645
2492	2016-08-04	0	1645
2492	2016-08-08	30	1675
2492	2016-08-13	5	1680
2493	2016-07-18	5	69
2500	2016-07-17	0	1730
2500	2016-07-18	79	1809
2500	2016-07-25	61	1870
2500	2016-08-01	28	1898
2500	2016-08-08	62	1960
2506	2016-07-18	5	365
2506	2016-07-19	0	365
2506	2016-07-25	14	379
2506	2016-08-01	13	392
2506	2016-08-06	5	397
2506	2016-08-08	5	402
2513	2016-07-24	5	796
2513	2016-07-25	10	806
2513	2016-08-01	15	821
2513	2016-08-09	0	821
2513	2016-08-11	5	826
2520	2016-07-14	5	3085
2520	2016-07-15	21	3106
2520	2016-07-17	5	3111
2520	2016-07-18	127	3238
2520	2016-07-22	0	3238
2520	2016-07-25	160	3398
2520	2016-07-26	9	3407
2520	2016-07-28	4	3411
2520	2016-07-29	0	3411
2520	2016-08-01	152	3563
2520	2016-08-03	5	3568
2520	2016-08-08	148	3716
2520	2016-08-13	5	3721
2520	2016-08-14	9	3730
2522	2016-07-25	5	89
2522	2016-07-26	0	89
2522	2016-08-01	5	94
2522	2016-08-08	5	99
2523	2016-07-17	47	3128
2523	2016-07-18	115	3243
2523	2016-07-22	5	3248
2523	2016-07-23	5	3253
2523	2016-07-24	10	3263
2523	2016-07-25	150	3413
2523	2016-07-26	3	3416
2523	2016-07-29	4	3420
2523	2016-07-31	21	3441
2523	2016-08-01	169	3610
2523	2016-08-05	5	3615
2523	2016-08-08	153	3768
2523	2016-08-10	3	3771
2523	2016-08-14	5	3776
2534	2016-07-21	0	21
2534	2016-07-28	1	22
2534	2016-08-07	5	27
2534	2016-08-13	0	27
2539	2016-07-17	0	1087
2539	2016-07-18	65	1152
2539	2016-07-22	5	1157
2539	2016-07-23	5	1162
2539	2016-07-25	60	1222
2539	2016-07-28	5	1227
2539	2016-08-01	30	1257
2539	2016-08-08	25	1282
2552	2016-07-14	0	1156
2552	2016-07-18	20	1176
2552	2016-07-23	5	1181
2552	2016-07-24	5	1186
2552	2016-07-25	42	1228
2552	2016-07-27	10	1238
2552	2016-08-01	27	1265
2552	2016-08-08	35	1300
2552	2016-08-11	2	1302
2555	2016-07-18	5	258
2555	2016-07-25	0	258
2555	2016-08-01	10	268
2555	2016-08-08	5	273
2579	2016-07-18	0	320
2579	2016-07-25	0	320
2579	2016-08-01	0	320
2579	2016-08-08	0	320
2579	2016-08-13	0	320
2600	2016-07-18	0	624
2600	2016-07-25	0	624
2600	2016-08-01	0	624
2600	2016-08-08	0	624
2608	2016-07-18	0	133
2608	2016-07-19	5	138
2608	2016-07-25	5	143
2608	2016-08-01	5	148
2608	2016-08-06	0	148
2608	2016-08-08	5	153
2608	2016-08-09	5	158
2608	2016-08-10	5	163
2612	2016-07-18	9	967
2612	2016-07-23	0	967
2612	2016-07-25	25	992
2612	2016-07-26	5	997
2612	2016-08-01	10	1007
2612	2016-08-08	5	1012
2618	2016-07-18	5	277
2618	2016-07-25	5	282
2618	2016-08-01	0	282
2618	2016-08-08	5	287
2628	2016-07-25	5	830
2635	2016-07-18	5	219
2635	2016-07-25	5	224
2635	2016-08-01	5	229
2635	2016-08-02	5	234
2635	2016-08-08	20	254
2635	2016-08-10	4	258
2639	2016-07-18	10	215
2639	2016-07-25	5	220
2639	2016-08-01	5	225
2639	2016-08-08	5	230
2643	2016-07-30	0	148
2643	2016-08-01	0	148
2643	2016-08-02	0	148
2643	2016-08-08	0	148
2643	2016-08-10	5	153
2654	2016-07-18	5	85
2654	2016-08-01	5	90
2655	2016-07-31	5	61
2661	2016-07-18	25	490
2661	2016-07-25	20	510
2661	2016-08-01	25	535
2661	2016-08-08	30	565
2675	2016-07-14	5	117
2675	2016-07-23	0	117
2675	2016-08-05	5	122
2679	2016-07-18	5	718
2679	2016-07-25	10	728
2679	2016-08-01	5	733
2679	2016-08-08	0	733
2682	2016-08-12	4	274
2682	2016-08-14	5	279
2683	2016-07-18	50	2700
2683	2016-07-25	45	2745
2683	2016-08-01	50	2795
2683	2016-08-08	50	2845
2685	2016-07-18	10	671
2685	2016-07-25	15	686
2685	2016-08-01	10	696
2685	2016-08-02	5	701
2685	2016-08-04	0	701
2685	2016-08-08	15	716
2702	2016-07-15	5	1477
2702	2016-07-18	31	1508
2702	2016-07-19	5	1513
2702	2016-07-23	5	1518
2702	2016-07-25	48	1566
2702	2016-07-26	0	1566
2702	2016-07-28	0	1566
2702	2016-07-29	5	1571
2702	2016-07-30	5	1576
2702	2016-07-31	0	1576
2702	2016-08-01	48	1624
2702	2016-08-02	5	1629
2702	2016-08-05	25	1654
2702	2016-08-08	45	1699
2718	2016-07-21	10	235
2718	2016-07-22	15	250
2718	2016-07-24	5	255
2718	2016-07-25	20	275
2718	2016-07-27	5	280
2718	2016-07-28	5	285
2718	2016-07-29	5	290
2718	2016-08-01	5	295
2718	2016-08-04	5	300
2718	2016-08-08	5	305
2718	2016-08-11	10	315
2718	2016-08-12	7	322
2726	2016-07-18	5	962
2726	2016-07-25	0	962
2726	2016-08-01	0	962
2726	2016-08-04	5	967
2726	2016-08-05	15	982
2726	2016-08-07	10	992
2726	2016-08-08	5	997
2726	2016-08-10	16	1013
2726	2016-08-13	0	1013
2768	2016-08-13	5	99
2771	2016-07-18	25	1675
2771	2016-07-25	35	1710
2771	2016-08-01	35	1745
2771	2016-08-08	15	1760
2775	2016-07-18	100	4560
2775	2016-07-19	5	4565
2775	2016-07-24	0	4565
2775	2016-07-25	95	4660
2775	2016-08-01	115	4775
2775	2016-08-08	126	4901
2776	2016-07-18	134	6491
2776	2016-07-25	142	6633
2776	2016-07-31	3	6636
2776	2016-08-01	158	6794
2776	2016-08-02	5	6799
2776	2016-08-08	153	6952
2776	2016-08-11	5	6957
2781	2016-07-18	170	3130
2781	2016-07-24	5	3135
2781	2016-07-25	160	3295
2781	2016-07-29	10	3305
2781	2016-08-01	185	3490
2781	2016-08-08	130	3620
2819	2016-07-21	0	25
2819	2016-07-30	1	26
2837	2016-07-18	10	263
2837	2016-07-25	20	283
2837	2016-08-01	20	303
2837	2016-08-02	5	308
2837	2016-08-04	0	308
2837	2016-08-08	10	318
2843	2016-07-18	94	2541
2843	2016-07-25	68	2609
2843	2016-07-26	5	2614
2843	2016-08-01	73	2687
2843	2016-08-02	0	2687
2843	2016-08-08	54	2741
2846	2016-07-16	5	407
2846	2016-07-17	3	410
2846	2016-07-18	5	415
2846	2016-07-23	0	415
2846	2016-08-01	15	430
2846	2016-08-05	0	430
2857	2016-07-18	40	1210
2857	2016-07-25	25	1235
2857	2016-08-01	15	1250
2857	2016-08-08	20	1270
2863	2016-08-10	44	54
2896	2016-07-25	0	365
2915	2016-07-18	5	170
2915	2016-07-25	5	175
2915	2016-08-01	10	185
2964	2016-07-15	5	710
2964	2016-07-17	5	715
2964	2016-07-18	9	724
2964	2016-07-19	5	729
2964	2016-07-25	14	743
2964	2016-07-26	0	743
2964	2016-07-28	5	748
2964	2016-07-31	1	749
2964	2016-08-01	4	753
2964	2016-08-03	4	757
2964	2016-08-04	5	762
2964	2016-08-08	30	792
2964	2016-08-12	5	797
2964	2016-08-13	5	802
2964	2016-08-14	0	802
2980	2016-07-16	0	134
2980	2016-07-18	5	139
2980	2016-07-20	3	142
2980	2016-07-25	0	142
2992	2016-07-31	0	1173
2992	2016-08-04	0	1173
2992	2016-08-08	0	1173
2994	2016-07-15	10	718
2994	2016-07-16	5	723
2994	2016-07-18	15	738
2994	2016-07-20	10	748
2994	2016-07-21	5	753
2994	2016-07-23	5	758
2994	2016-07-25	15	773
2994	2016-07-27	1	774
2994	2016-07-30	5	779
2994	2016-08-01	22	801
2994	2016-08-03	5	806
2994	2016-08-06	5	811
2994	2016-08-07	5	816
2994	2016-08-08	25	841
2994	2016-08-13	4	845
2994	2016-08-14	5	850
3029	2016-08-14	0	164
3030	2016-07-18	15	2791
3030	2016-07-25	20	2811
3030	2016-08-01	10	2821
3030	2016-08-08	0	2821
3032	2016-07-18	19	336
3032	2016-07-25	10	346
3032	2016-08-01	10	356
3032	2016-08-08	5	361
3035	2016-07-18	87	3645
3035	2016-07-21	0	3645
3035	2016-07-25	81	3726
3035	2016-08-01	74	3800
3035	2016-08-02	0	3800
3035	2016-08-03	5	3805
3035	2016-08-04	4	3809
3035	2016-08-08	89	3898
3048	2016-07-18	0	127
3048	2016-07-23	0	127
3048	2016-07-25	5	132
3048	2016-08-01	0	132
3048	2016-08-06	5	137
3048	2016-08-08	20	157
3048	2016-08-09	5	162
3049	2016-07-18	0	74
3049	2016-07-25	0	74
3049	2016-08-01	0	74
3049	2016-08-08	0	74
3049	2016-08-11	0	74
3051	2016-07-18	5	369
3051	2016-07-22	5	374
3051	2016-07-25	5	379
3051	2016-08-01	13	392
3051	2016-08-05	0	392
3051	2016-08-07	4	396
3051	2016-08-08	5	401
3051	2016-08-11	5	406
3051	2016-08-14	5	411
3061	2016-07-15	75	1975
3061	2016-07-16	9	1984
3061	2016-07-17	5	1989
3061	2016-07-18	184	2173
3061	2016-07-19	5	2178
3061	2016-07-23	20	2198
3061	2016-07-24	9	2207
3061	2016-07-25	256	2463
3061	2016-07-26	6	2469
3061	2016-07-27	10	2479
3061	2016-07-28	20	2499
3061	2016-07-29	6	2505
3061	2016-07-30	10	2515
3061	2016-08-01	306	2821
3061	2016-08-04	20	2841
3061	2016-08-08	215	3056
3067	2016-07-18	0	373
3067	2016-07-25	0	373
3067	2016-08-01	0	373
3067	2016-08-08	0	373
3086	2016-07-18	174	3208
3086	2016-07-21	0	3208
3086	2016-07-25	232	3440
3086	2016-08-01	146	3586
3086	2016-08-08	183	3769
3086	2016-08-14	0	3769
3089	2016-07-14	5	150
3089	2016-07-16	5	155
3089	2016-07-18	20	175
3089	2016-07-19	0	175
3089	2016-07-25	3	178
3089	2016-08-01	22	200
3089	2016-08-08	4	204
3091	2016-07-14	5	6153
3091	2016-07-15	13	6166
3091	2016-07-18	113	6279
3091	2016-07-22	9	6288
3091	2016-07-24	0	6288
3091	2016-07-25	115	6403
3091	2016-07-27	0	6403
3091	2016-07-28	5	6408
3091	2016-07-31	1	6409
3091	2016-08-01	105	6514
3091	2016-08-02	1	6515
3091	2016-08-03	9	6524
3091	2016-08-05	5	6529
3091	2016-08-06	5	6534
3091	2016-08-07	5	6539
3091	2016-08-08	123	6662
3091	2016-08-11	9	6671
3091	2016-08-12	2	6673
3091	2016-08-13	5	6678
3091	2016-08-14	7	6685
3109	2016-07-14	5	370
3109	2016-07-18	5	375
3109	2016-07-25	5	380
3109	2016-08-01	5	385
3109	2016-08-08	5	390
3124	2016-07-18	10	110
3124	2016-08-03	5	115
3124	2016-08-08	5	120
3126	2016-07-22	5	923
3126	2016-07-26	5	928
3126	2016-08-12	0	928
3130	2016-07-18	15	226
3130	2016-07-19	9	235
3130	2016-07-22	0	235
3130	2016-07-24	5	240
3130	2016-07-25	8	248
